route,score,tier,rubric_version,estimated,A1,A2,A3,A4,A5,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3
I-684,37.4,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.0,5.1,8.3,5.0,8.3,0.0,0.7,0.0,0.0,5.0,2.9
I-69,81.7,T1,v1.4,true,5.4,1.1,5.3,4.0,0.0,5.9,6.6,10.0,5.5,7.8,4.3,3.7,6.0,10.0,3.0,3.0
I-690,19.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.2,5.0,1.1,0.2,4.3,0.0,0.0,0.0,4.1
I-691,28.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.8,6.6,5.5,5.0,5.2,0.0,0.0,0.0,0.0,4.0,1.7
I-694,21.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,3.7,0.0,0.4,0.0,0.0,1.0,1.0
I-695,32.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,4.5,10.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,1.5
I-696,27.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.3,0.8,10.0,5.0,5.1,0.0,3.6,0.0,0.0,1.0,1.4
I-69C,24.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.3,0.8,8.0,5.0,1.2,0.0,7.9,0.0,0.0,0.0,0.0
I-69E,26.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.8,1.8,10.0,5.0,1.7,0.3,7.1,0.0,0.0,0.0,0.0
I-70,77.8,T1,v1.4,true,1.0,1.7,0.0,5.0,5.2,3.0,10.0,10.0,7.5,10.0,4.3,1.3,7.0,2.5,4.8,4.5
I-705,28.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.0,0.8,10.0,5.0,3.8,0.0,0.0,0.0,0.0,1.0,0.8
I-71,47.4,T3,v1.4,true,0.0,0.0,0.0,0.0,9.5,2.0,10.0,10.0,5.0,2.9,0.5,3.6,0.0,0.0,2.0,1.8
I-710,33.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,2.7,10.0,5.0,7.0,0.0,1.1,0.0,0.0,5.0,2.3
I-72,29.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.3,5.4,2.0,5.0,1.0,4.5,4.3,0.0,0.0,0.0,2.9
I-73,20.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.3,3.6,2.4,5.0,3.0,0.2,4.6,0.0,0.0,0.0,0.0
I-74,47.2,T3,v1.4,true,0.0,0.0,0.0,0.0,4.0,1.3,7.6,10.0,5.0,6.2,4.4,4.3,0.0,0.0,1.0,3.4
I-75,86.7,T1,v1.4,true,5.3,5.1,0.4,6.5,1.5,0.7,10.0,10.0,7.0,10.0,2.4,3.9,7.0,10.0,3.0,3.7
I-759,25.2,T4,v1.4,true,1.7,0.0,0.0,0.0,0.0,4.4,0.8,1.5,5.0,0.7,0.0,6.3,0.0,0.0,4.0,0.8
I-76,52.0,T2,v1.4,true,1.0,0.2,0.0,0.0,1.8,3.4,10.0,10.0,5.0,7.9,4.0,2.6,0.0,0.0,3.6,2.4
I-77,54.4,T2,v1.4,true,2.7,1.3,0.0,0.0,1.7,6.0,10.0,6.1,6.5,4.9,1.0,4.5,5.0,0.0,1.0,3.7
I-78,43.3,T3,v1.4,true,0.0,0.0,0.0,0.0,1.9,2.0,10.0,10.0,5.0,6.9,1.8,1.3,0.0,0.0,1.0,3.4
I-780,17.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,5.0,5.2,0.0,0.0,0.0,0.0,4.0,1.7
I-781,20.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.1,1.8,3.3,5.0,0.1,0.2,5.2,0.0,0.0,0.0,0.0
I-785,15.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.2,0.8,2.6,5.0,2.2,0.0,4.9,0.0,0.0,0.0,0.0
I-787,16.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.3,0.8,3.8,5.0,1.1,0.3,2.7,0.0,0.0,0.0,2.0
I-79,42.2,T3,v1.4,true,0.0,0.0,0.0,0.0,0.9,3.4,10.0,10.0,5.0,5.1,0.6,5.1,0.0,0.0,0.0,2.1
I-790,18.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.9,0.4,3.0,5.0,0.8,0.1,4.3,0.0,0.0,0.0,0.9
I-794,12.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,5.0,1.9,0.0,3.3,0.0,0.0,0.0,0.6
I-795,27.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.6,1.8,10.0,5.0,6.1,0.0,0.1,0.0,0.0,0.0,0.0
I-8,43.9,T3,v1.4,true,0.4,0.0,0.0,0.0,4.9,7.2,6.6,8.0,5.0,5.8,0.0,1.6,0.0,2.1,0.0,2.2
I-80,89.6,T1,v1.4,true,0.7,2.4,0.0,9.0,5.8,6.5,10.0,10.0,8.5,10.0,4.0,2.8,9.0,1.4,3.3,6.1
I-805,23.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.1,0.8,8.0,5.0,3.2,0.0,0.0,0.0,0.0,0.0,1.7
I-81,55.6,T2,v1.4,true,4.3,2.7,1.3,0.0,0.2,0.0,10.0,6.5,7.5,2.3,4.6,5.7,5.5,0.0,0.0,4.8
I-82,37.4,T3,v1.4,true,1.2,0.0,0.0,0.0,1.9,3.2,10.0,5.4,5.0,0.5,1.5,3.6,0.0,2.1,0.0,2.9
I-820,39.2,T3,v1.4,true,7.8,0.0,10.0,0.0,0.0,2.3,3.6,1.7,5.0,5.6,0.0,1.7,0.0,0.0,1.0,0.4
I-83,30.9,T3,v1.4,true,0.0,0.0,0.0,0.0,0.9,1.6,5.4,10.0,5.0,6.2,0.0,0.0,0.0,0.0,0.0,1.9
I-84,79.5,T1,v1.4,true,0.9,1.0,0.0,0.0,10.0,9.0,10.0,10.0,6.5,8.5,4.0,1.2,7.5,2.3,4.2,4.4
I-840,25.6,T4,v1.4,true,3.0,0.0,0.0,0.0,0.0,6.0,3.6,3.3,5.0,1.7,0.2,2.8,0.0,0.0,0.0,0.0
I-85,64.0,T2,v1.4,true,4.7,1.2,2.0,0.0,3.3,1.3,10.0,6.7,7.5,8.0,4.0,3.0,6.5,0.0,2.2,3.5
I-86,34.5,T3,v1.4,true,0.0,0.0,0.0,0.0,0.4,4.4,4.5,7.7,5.0,5.6,4.1,1.0,0.0,0.0,0.0,1.7
I-865,20.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.8,5.0,2.5,0.2,3.6,0.0,0.0,1.0,2.0
I-87,36.7,T3,v1.4,true,0.0,0.0,0.0,0.0,1.2,0.0,7.4,10.0,5.0,8.1,0.0,0.6,0.0,0.0,1.0,3.4
I-88,37.0,T3,v1.4,true,0.0,0.0,0.0,0.0,1.4,3.7,8.1,4.3,5.0,6.3,4.0,1.8,0.0,0.0,1.0,1.4
I-880,28.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.1,10.0,3.6,0.0,5.0,5.7,0.0,0.0,0.0,0.0,2.8,1.2
I-885,21.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.0,3.6,3.6,5.0,2.5,0.0,2.4,0.0,0.0,0.0,0.0
I-89,23.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.2,5.9,2.0,5.0,0.3,1.1,2.9,0.0,0.0,0.0,3.1
I-890,22.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.4,3.6,3.9,5.0,1.0,0.3,2.6,0.0,0.0,0.0,5.4
I-894,12.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,5.0,2.0,0.0,3.3,0.0,0.0,0.0,0.0
I-895,31.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.4,5.9,10.0,5.0,5.9,0.1,0.0,0.0,0.0,1.0,2.8
I-895A,21.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.0,5.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
I-895B,24.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,1.8,10.0,5.0,5.8,0.0,0.0,0.0,0.0,0.0,2.4
I-90,84.9,T1,v1.4,true,0.3,0.8,0.0,6.0,10.0,4.2,10.0,10.0,9.0,9.0,4.1,2.9,8.5,1.4,2.0,6.6
I-91,34.3,T3,v1.4,true,0.0,0.0,0.0,0.0,1.7,4.5,3.6,6.1,5.0,6.1,0.0,0.2,0.0,0.0,4.0,3.0
I-93,29.1,T4,v1.4,true,0.0,0.0,0.0,0.0,4.0,0.0,10.0,2.8,5.0,5.5,0.0,0.0,0.0,0.0,0.0,1.8
I-94,76.3,T1,v1.4,true,0.0,0.4,0.0,7.5,9.1,2.3,10.0,10.0,7.0,8.7,4.1,2.0,8.0,0.0,3.0,4.4
I-95,96.6,T1,v1.4,true,7.8,5.4,8.5,5.5,2.8,3.3,10.0,10.0,7.5,10.0,4.0,1.0,0.0,10.0,6.1,4.7
I-96,45.2,T3,v1.4,true,0.0,0.0,0.0,0.0,3.3,0.3,10.0,10.0,5.0,5.7,2.9,3.7,0.0,0.0,1.0,3.2
I-97,22.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.0,5.0,5.8,0.0,0.0,0.0,0.0,0.0,0.8
I-980,14.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0,5.0,5.1,0.0,0.0,0.0,0.0,0.0,1.7
I-985,32.9,T3,v1.4,true,5.6,0.0,6.0,0.0,0.0,3.1,1.1,2.1,5.0,5.3,0.0,2.1,0.0,0.0,1.0,1.6
I-99,31.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.1,6.4,5.9,5.0,1.4,2.8,4.9,0.0,0.0,0.0,0.2
I-990,26.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.5,0.8,8.0,5.0,1.1,0.0,4.4,0.0,0.0,0.0,1.8
US1,41.4,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.6,6.6,10.0,0.0,10.0,4.0,0.1,0.0,0.0,6.0,0.0
US10,29.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,8.0,5.1,4.9,0.0,5.1,4.1,1.3,0.0,0.0,1.0,0.0
US101,31.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.7,3.6,10.0,0.0,9.4,2.9,0.0,0.0,0.0,4.0,0.0
US11,36.7,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.1,7.1,8.3,0.0,6.0,4.6,4.6,0.0,0.0,5.0,0.0
US119,26.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.1,5.1,10.0,0.0,3.0,1.6,4.3,0.0,0.0,0.0,0.0
US12,40.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,10.0,6.8,10.0,0.0,5.8,4.0,1.4,0.0,0.0,2.0,0.0
US123,13.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.1,0.8,2.4,0.0,1.6,0.6,5.1,0.0,0.0,0.0,0.0
US127,17.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.1,5.1,6.7,0.0,1.5,0.2,3.5,0.0,0.0,0.0,0.0
US129,11.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.3,0.8,2.8,0.0,3.0,0.0,2.5,0.0,0.0,0.0,0.0
US13,44.2,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.6,6.6,10.0,0.0,7.5,3.4,1.9,0.0,10.0,4.3,0.0
US130,22.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.1,2.7,10.0,0.0,6.4,0.0,1.3,0.0,0.0,1.0,0.0
US131,21.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.8,9.9,4.3,0.0,1.3,0.2,3.7,0.0,0.0,0.0,0.0
US14,27.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,9.3,6.6,0.0,0.0,2.6,5.9,2.9,0.0,0.0,0.0,0.0
US141,15.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.0,5.1,0.0,0.0,0.5,1.0,3.5,0.0,0.0,0.0,0.0
US15,29.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.0,5.1,7.5,0.0,5.9,3.9,3.8,0.0,0.0,0.0,0.0
US150,23.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.5,5.1,5.5,0.0,2.1,5.2,4.3,0.0,0.0,1.0,0.0
US151,13.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.0,4.5,0.0,0.0,1.4,1.1,3.4,0.0,0.0,0.0,0.0
US158,16.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.4,0.0,4.4,0.1,3.8,0.0,0.0,0.0,0.0
US16,24.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,10.0,3.1,0.0,0.0,0.0,7.5,3.6,0.0,0.0,0.0,0.0
US160,41.5,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.6,0.0,0.2,8.3,7.1,0.0,0.0,1.4,0.0
US167,28.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.5,2.7,7.3,0.0,1.8,1.4,6.2,0.0,0.0,4.0,0.0
US169,21.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.3,2.7,0.0,0.0,5.6,3.0,1.9,0.0,0.0,2.0,0.0
US17,35.6,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.3,7.1,10.0,0.0,5.9,1.2,0.0,0.0,10.0,1.0,0.0
US175,13.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.3,3.6,2.3,0.0,5.7,0.0,1.9,0.0,0.0,0.0,0.0
US176,10.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.4,0.0,1.8,0.0,4.8,0.0,0.0,0.0,0.0
US18,21.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.8,5.6,0.0,0.0,2.1,5.0,2.8,0.0,0.0,0.0,0.0
US180,36.8,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.2,10.0,8.0,0.0,1.0,4.0,6.8,0.0,0.0,0.9,0.0
US181,22.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.1,2.7,10.0,0.0,0.3,1.4,5.5,0.0,0.0,1.0,0.0
US183,14.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.2,1.8,3.8,0.0,2.8,3.5,1.6,0.0,0.0,0.0,0.0
US189,13.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.6,5.1,0.0,0.0,2.6,0.8,0.9,0.0,0.0,1.0,0.0
US19,38.3,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.1,5.9,10.0,0.0,6.8,3.3,3.3,0.0,0.0,5.0,0.0
US190,24.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.5,6.6,6.5,0.0,2.4,4.2,2.6,0.0,0.0,0.0,0.0
US191,23.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,8.4,6.1,2.7,0.0,0.0,3.2,2.7,0.0,0.0,0.0,0.0
US19W,18.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.0,6.6,1.9,0.0,1.3,1.0,6.6,0.0,0.0,0.0,0.0
US2,51.7,T2,v1.4,true,0.0,0.0,0.0,4.5,0.0,10.0,1.8,10.0,7.0,0.6,4.8,4.1,8.0,0.0,1.0,0.0
US20,30.3,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.3,3.6,6.7,0.0,5.1,4.2,4.3,0.0,0.0,1.0,0.0
US202,33.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.2,3.6,10.0,0.0,9.8,4.0,0.4,0.0,0.0,5.0,0.0
US206,21.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.8,1.8,8.3,0.0,8.0,0.0,1.3,0.0,0.0,0.0,0.0
US209,17.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.9,0.8,7.1,0.0,5.3,0.0,0.6,0.0,0.0,0.0,0.0
US21,20.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.3,0.0,3.4,0.0,3.6,0.0,0.0,1.0,0.0
US212,20.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,10.0,5.1,0.0,0.0,0.0,0.2,3.9,0.0,0.0,1.0,0.0
US217,20.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.2,1.8,0.7,0.0,0.0,5.6,6.3,0.0,0.0,0.0,0.0
US218,15.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.2,4.5,0.0,0.0,1.1,4.7,4.2,0.0,0.0,0.0,0.0
US219,21.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.4,1.8,8.4,0.0,2.8,1.0,5.1,0.0,0.0,0.0,0.0
US22,29.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,5.9,10.0,0.0,7.9,4.0,1.9,0.0,0.0,0.0,0.0
US220,31.8,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.2,6.6,5.9,0.0,5.1,4.1,4.9,0.0,0.0,0.0,0.0
US222,19.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.2,3.6,7.5,0.0,6.1,0.0,1.9,0.0,0.0,0.0,0.0
US223,25.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.6,5.6,7.4,0.0,3.2,0.0,5.1,0.0,0.0,0.0,0.0
US224,26.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.7,10.0,5.6,0.0,3.8,0.7,4.7,0.0,0.0,0.0,0.0
US23,33.3,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.6,6.1,8.3,0.0,7.8,1.9,3.6,0.0,0.0,0.0,0.0
US231,19.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.1,4.5,2.6,0.0,0.9,0.9,4.5,0.0,0.0,5.0,0.0
US24,28.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.5,3.6,6.3,0.0,5.0,4.8,3.7,0.0,0.0,2.6,0.0
US25,34.0,T3,v1.4,true,0.1,0.0,0.0,0.0,0.0,4.2,1.8,6.5,0.0,2.0,5.3,5.5,0.0,0.0,0.0,8.7
US250,28.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.5,2.7,7.7,0.0,5.1,4.3,4.0,0.0,0.0,0.0,0.0
US258,17.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.6,0.1,5.1,0.0,0.6,1.9,7.1,0.0,0.0,0.0,0.0
US259,17.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.2,0.8,3.3,0.0,0.4,1.2,4.9,0.0,0.0,0.0,0.0
US25W,18.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.6,0.0,1.3,1.7,5.7,0.0,0.0,0.0,0.0
US26,27.1,T4,v1.4,true,1.9,0.0,1.4,0.0,0.0,7.7,6.5,0.0,0.0,1.1,5.0,3.5,0.0,0.0,0.0,0.0
US264,19.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.3,7.4,4.9,0.0,2.8,0.4,3.2,0.0,0.0,0.0,0.0
US27,32.4,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.8,10.0,10.0,0.0,5.1,1.2,5.3,0.0,0.0,0.0,0.0
US270,28.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,4.4,8.6,3.1,0.0,1.5,1.9,4.7,0.0,0.0,4.0,0.0
US271,21.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.2,5.4,1.3,0.0,0.3,1.7,6.5,0.0,0.0,0.0,0.0
US275,9.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.6,2.7,0.0,0.0,1.1,0.6,3.0,0.0,0.0,0.0,0.0
US276,12.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.2,0.0,1.6,1.0,5.3,0.0,0.0,0.0,0.0
US277,22.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.8,5.0,0.5,0.0,0.3,4.8,5.5,0.0,0.0,0.0,0.0
US278,26.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.6,5.7,6.9,0.0,5.3,4.1,2.4,0.0,0.0,1.0,0.0
US280,13.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.4,0.4,2.1,0.0,0.5,2.2,6.9,0.0,0.0,0.0,0.0
US281,25.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.3,5.0,8.0,0.0,0.3,2.8,5.2,0.0,0.0,1.0,0.0
US283,14.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.3,0.5,0.0,0.0,0.0,1.8,5.9,0.0,0.0,0.0,0.0
US285,22.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,9.2,5.6,0.8,0.0,0.0,0.0,2.9,0.0,0.0,4.4,0.0
US287,68.7,T2,v1.4,true,0.0,0.0,0.0,5.0,0.0,10.0,6.4,10.0,7.5,6.9,4.0,1.7,9.0,5.8,2.4,0.0
US29,33.4,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.2,8.6,10.0,0.0,5.7,4.3,3.6,0.0,0.0,1.0,0.0
US290,41.0,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.2,5.4,10.0,0.0,5.4,1.1,2.9,0.0,10.0,1.0,0.0
US3,9.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.6,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0
US30,54.5,T2,v1.4,true,0.0,0.0,0.0,0.0,0.0,7.2,7.1,10.0,5.0,9.0,4.1,2.6,7.5,0.0,2.0,0.0
US301,29.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.5,4.5,10.0,0.0,6.5,4.0,0.0,0.0,0.0,0.8,0.0
US31,27.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.7,5.1,5.6,0.0,3.9,1.2,4.4,0.0,0.0,1.7,0.0
US311,19.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,9.4,2.2,0.0,2.6,0.0,4.8,0.0,0.0,0.0,0.0
US31E,9.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.7,0.8,2.6,0.0,2.2,0.2,2.7,0.0,0.0,0.0,0.0
US321,17.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.3,5.1,1.9,0.0,3.3,0.0,3.8,0.0,0.0,1.0,0.0
US322,32.5,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.2,3.6,10.0,0.0,6.3,3.3,2.0,0.0,0.0,5.0,0.0
US33,24.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.7,5.1,5.2,0.0,4.4,3.6,3.6,0.0,0.0,1.0,0.0
US34,19.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.0,1.8,0.0,0.0,3.8,5.1,2.8,0.0,0.0,0.0,0.0
US340,14.7,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.6,0.8,7.1,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0
US35,25.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.9,6.6,7.6,0.0,3.7,2.4,3.5,0.0,0.0,0.0,0.0
US36,41.5,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,6.4,9.7,6.4,0.0,5.6,4.5,1.9,0.0,0.0,7.0,0.0
US37,13.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.3,0.0,2.4,0.2,3.4,0.0,0.0,1.0,0.0
US377,18.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.3,4.5,1.5,0.0,0.3,2.7,4.8,0.0,0.0,1.0,0.0
US378,18.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.4,2.7,4.1,0.0,0.8,0.6,6.7,0.0,0.0,0.0,0.0
US385,24.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,10.0,1.8,1.6,0.0,0.0,6.0,5.4,0.0,0.0,0.0,0.0
US395,23.0,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,8.1,3.6,3.4,0.0,1.4,3.3,3.2,0.0,0.0,0.0,0.0
US4,16.9,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,5.1,7.5,2.2,0.0,1.2,0.0,0.8,0.0,0.0,0.0,0.0
US40,45.1,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.7,8.6,10.0,0.0,10.0,4.1,1.0,0.0,0.0,7.6,0.0
US400,8.4,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.5,1.8,4.8,0.0,0.0,0.0,0.0
US401,10.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.7,0.0,1.0,0.1,5.5,0.0,0.0,0.0,0.0
US41,26.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.8,0.0,6.8,4.1,2.5,0.0,0.0,3.2,0.0
US412,43.9,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.5,8.1,6.4,5.0,2.7,5.9,5.2,7.0,0.0,0.0,0.0
US42,25.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.8,10.0,4.9,0.0,3.3,0.0,4.7,0.0,0.0,0.0,0.0
US421,28.8,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.3,3.6,7.2,0.0,5.7,4.5,4.6,0.0,0.0,1.0,0.0
US422,23.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.7,5.1,10.0,0.0,2.3,0.0,4.2,0.0,0.0,1.0,0.0
US431,15.2,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.7,1.8,2.6,0.0,0.9,0.9,4.5,0.0,0.0,4.0,0.0
US44,16.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,1.6,0.8,4.8,0.0,5.4,0.0,0.0,0.0,0.0,4.0,0.0
US441,10.3,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.4,0.4,2.8,0.0,2.2,0.1,2.3,0.0,0.0,0.0,0.0
US45,16.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.6,2.7,5.7,0.0,2.3,2.1,3.4,0.0,0.0,0.0,0.0
US45E,25.5,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.3,5.5,4.8,0.0,0.2,4.7,7.1,0.0,0.0,0.0,0.0
US45W,26.6,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.0,6.6,4.8,0.0,0.2,4.8,7.2,0.0,0.0,0.0,0.0
US460,36.4,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,3.4,1.8,10.0,0.0,3.9,4.3,3.1,0.0,10.0,0.0,0.0
US49,37.3,T3,v1.4,true,0.0,0.0,0.0,0.0,0.0,2.4,6.1,7.1,0.0,0.4,1.6,5.7,0.0,10.0,4.0,0.0
US5,16.1,T4,v1.4,true,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.9,0.0,4.2,0.0,1.3,0.0,0.0,4.0,0.0
