GEOID,NAME,STATE,LAT,LON,NEAREST_MI,POPULATION,LAND_SQMI,GAP_CLASS,ARTIFACT_REASON
01035,Conecuh County,AL,31.4309,-86.9887,52.8,11576,850,candidate_access_gap,county_centroid_beyond_threshold
27159,Wadena County,MN,46.5870,-94.9886,52.8,14108,536,candidate_access_gap,county_centroid_beyond_threshold
05063,Independence County,AR,35.7375,-91.5599,52.7,37910,764,candidate_access_gap,county_centroid_beyond_threshold
54001,Barbour County,WV,39.1397,-79.9969,52.6,15527,341,candidate_access_gap,county_centroid_beyond_threshold
54033,Harrison County,WV,39.2792,-80.3865,52.6,65862,416,candidate_access_gap,county_centroid_beyond_threshold
38043,Kidder County,ND,46.9383,-99.7312,52.6,2391,1351,candidate_access_gap,county_centroid_beyond_threshold
29209,Stone County,MO,36.7458,-93.4578,52.5,31314,464,candidate_access_gap,county_centroid_beyond_threshold
48115,Dawson County,TX,32.7425,-101.9488,52.5,12342,900,candidate_access_gap,county_centroid_beyond_threshold
37095,Hyde County,NC,35.4082,-76.1537,52.4,4636,612,candidate_access_gap,county_centroid_beyond_threshold
19173,Taylor County,IA,40.7379,-94.6971,52.4,5916,532,candidate_access_gap,county_centroid_beyond_threshold
38081,Sargent County,ND,46.1082,-97.6301,52.4,3828,858,candidate_access_gap,county_centroid_beyond_threshold
19159,Ringgold County,IA,40.7353,-94.2443,52.4,4690,535,candidate_access_gap,county_centroid_beyond_threshold
19053,Decatur County,IA,40.7364,-93.7846,52.4,7684,532,candidate_access_gap,county_centroid_beyond_threshold
01047,Dallas County,AL,32.3335,-87.1144,52.4,38326,979,candidate_access_gap,county_centroid_beyond_threshold
55013,Burnett County,WI,45.8669,-92.3757,52.4,16561,822,candidate_access_gap,county_centroid_beyond_threshold
19079,Hamilton County,IA,42.3908,-93.7091,52.3,14979,577,candidate_access_gap,county_centroid_beyond_threshold
48063,Camp County,TX,32.9746,-94.9791,52.3,12543,196,candidate_access_gap,county_centroid_beyond_threshold
48501,Yoakum County,TX,33.1623,-102.8322,52.3,7630,800,candidate_access_gap,county_centroid_beyond_threshold
54007,Braxton County,WV,38.6993,-80.7317,52.2,12505,511,candidate_access_gap,county_centroid_beyond_threshold
29169,Pulaski County,MO,37.8248,-92.2070,52.2,53726,547,candidate_access_gap,county_centroid_beyond_threshold
19089,Howard County,IA,43.3653,-92.3219,52.2,9479,473,candidate_access_gap,county_centroid_beyond_threshold
22021,Caldwell Parish,LA,32.1012,-92.1142,52.1,9658,530,candidate_access_gap,county_centroid_beyond_threshold
47077,Henderson County,TN,35.6540,-88.3877,52.1,27845,520,candidate_access_gap,county_centroid_beyond_threshold
37039,Cherokee County,NC,35.1371,-84.0614,52.1,28868,456,candidate_access_gap,county_centroid_beyond_threshold
40127,Pushmataha County,OK,34.3779,-95.4081,52.0,10845,1396,candidate_access_gap,county_centroid_beyond_threshold
36025,Delaware County,NY,42.1940,-74.9667,51.9,44637,1443,candidate_access_gap,county_centroid_beyond_threshold
36041,Hamilton County,NY,43.6579,-74.5025,51.9,5090,1717,candidate_access_gap,county_centroid_beyond_threshold
19047,Crawford County,IA,42.0431,-95.3891,51.8,16450,714,candidate_access_gap,county_centroid_beyond_threshold
48449,Titus County,TX,33.2146,-94.9668,51.8,31301,406,candidate_access_gap,county_centroid_beyond_threshold
31143,Polk County,NE,41.1879,-97.5707,51.7,5182,439,candidate_access_gap,county_centroid_beyond_threshold
30081,Ravalli County,MT,46.0777,-114.1058,51.7,44876,2391,candidate_access_gap,county_centroid_beyond_threshold
35011,De Baca County,NM,34.3593,-104.3687,51.7,1695,2323,candidate_access_gap,county_centroid_beyond_threshold
35057,Torrance County,NM,34.5550,-105.8906,51.7,15203,3345,candidate_access_gap,county_centroid_beyond_threshold
20193,Thomas County,KS,39.3577,-101.0834,51.6,7907,1075,candidate_access_gap,county_centroid_beyond_threshold
48205,Hartley County,TX,35.8402,-102.6100,51.5,5369,1462,candidate_access_gap,county_centroid_beyond_threshold
48163,Frio County,TX,28.8694,-99.1090,51.5,18151,1134,candidate_access_gap,county_centroid_beyond_threshold
49007,Carbon County,UT,39.6733,-110.5885,51.4,20338,1479,candidate_access_gap,county_centroid_beyond_threshold
21219,Todd County,KY,36.8403,-87.1836,51.4,12281,375,candidate_access_gap,county_centroid_beyond_threshold
46121,Todd County,SD,43.2088,-100.7077,51.4,9353,1389,candidate_access_gap,county_centroid_beyond_threshold
40011,Blaine County,OK,35.8778,-98.4290,51.4,8661,928,candidate_access_gap,county_centroid_beyond_threshold
54071,Pendleton County,WV,38.6745,-79.3406,51.4,6156,696,candidate_access_gap,county_centroid_beyond_threshold
35021,Harding County,NM,35.8594,-103.8534,51.4,671,2125,candidate_access_gap,county_centroid_beyond_threshold
40149,Washita County,OK,35.2901,-98.9922,51.4,10930,1003,candidate_access_gap,county_centroid_beyond_threshold
48137,Edwards County,TX,29.9859,-100.3074,51.3,1380,2118,candidate_access_gap,county_centroid_beyond_threshold
21123,Larue County,KY,37.5445,-85.6968,51.3,14902,261,candidate_access_gap,county_centroid_beyond_threshold
48333,Mills County,TX,31.4949,-98.5946,51.3,4501,748,candidate_access_gap,county_centroid_beyond_threshold
47041,DeKalb County,TN,35.9822,-85.8336,51.3,20209,304,candidate_access_gap,county_centroid_beyond_threshold
28007,Attala County,MS,33.0905,-89.5886,51.2,17842,735,candidate_access_gap,county_centroid_beyond_threshold
48475,Ward County,TX,31.5131,-103.1051,51.2,11347,836,candidate_access_gap,county_centroid_beyond_threshold
26119,Montmorency County,MI,45.0241,-84.1301,51.2,9261,547,candidate_access_gap,county_centroid_beyond_threshold
24045,Wicomico County,MD,38.3674,-75.6321,51.2,103815,374,candidate_access_gap,county_centroid_beyond_threshold
17145,Perry County,IL,38.0844,-89.3685,51.1,20996,442,candidate_access_gap,county_centroid_beyond_threshold
06063,Plumas County,CA,39.9923,-120.8244,51.1,19650,2553,candidate_access_gap,county_centroid_beyond_threshold
26127,Oceana County,MI,43.6040,-86.4672,51.1,26707,538,candidate_access_gap,county_centroid_beyond_threshold
17165,Saline County,IL,37.7515,-88.5450,51.1,23662,380,candidate_access_gap,county_centroid_beyond_threshold
47137,Pickett County,TN,36.5594,-85.0757,51.0,5042,163,candidate_access_gap,county_centroid_beyond_threshold
21003,Allen County,KY,36.7508,-86.1925,51.0,20773,344,candidate_access_gap,county_centroid_beyond_threshold
55091,Pepin County,WI,44.6274,-91.8349,50.9,7363,232,candidate_access_gap,county_centroid_beyond_threshold
28079,Leake County,MS,32.7606,-89.5222,50.8,21335,583,candidate_access_gap,county_centroid_beyond_threshold
21161,Mason County,KY,38.5941,-83.8281,50.8,17068,240,candidate_access_gap,county_centroid_beyond_threshold
31059,Fillmore County,NE,40.5250,-97.5967,50.8,5557,575,candidate_access_gap,county_centroid_beyond_threshold
22125,West Feliciana Parish,LA,30.8734,-91.4218,50.7,15358,403,candidate_access_gap,county_centroid_beyond_threshold
20131,Nemaha County,KS,39.7910,-96.0054,50.7,10219,717,candidate_access_gap,county_centroid_beyond_threshold
26137,Otsego County,MI,45.0218,-84.5766,50.7,25221,515,candidate_access_gap,county_centroid_beyond_threshold
17019,Champaign County,IL,40.1390,-88.1970,50.7,206525,996,candidate_access_gap,county_centroid_beyond_threshold
37043,Clay County,NC,35.0530,-83.7523,50.6,11186,215,candidate_access_gap,county_centroid_beyond_threshold
05071,Johnson County,AR,35.5734,-93.4663,50.6,25925,661,candidate_access_gap,county_centroid_beyond_threshold
18093,Lawrence County,IN,38.8398,-86.4878,50.5,45113,449,candidate_access_gap,county_centroid_beyond_threshold
16043,Fremont County,ID,44.2181,-111.4844,50.5,13519,1864,candidate_access_gap,county_centroid_beyond_threshold
08125,Yuma County,CO,40.0008,-102.4216,50.4,9938,2364,candidate_access_gap,county_centroid_beyond_threshold
21045,Casey County,KY,37.3220,-84.9282,50.3,15942,444,candidate_access_gap,county_centroid_beyond_threshold
17081,Jefferson County,IL,38.3008,-88.9242,50.3,37043,571,candidate_access_gap,county_centroid_beyond_threshold
26085,Lake County,MI,43.9952,-85.8114,50.3,12285,568,candidate_access_gap,county_centroid_beyond_threshold
54017,Doddridge County,WV,39.2643,-80.7115,50.3,7847,320,candidate_access_gap,county_centroid_beyond_threshold
48175,Goliad County,TX,28.6607,-97.4304,50.3,7092,852,candidate_access_gap,county_centroid_beyond_threshold
01013,Butler County,AL,31.7517,-86.6820,50.2,18981,777,candidate_access_gap,county_centroid_beyond_threshold
36113,Warren County,NY,43.5551,-73.8381,50.2,65684,867,candidate_access_gap,county_centroid_beyond_threshold
05115,Pope County,AR,35.4566,-93.0268,50.1,63475,811,candidate_access_gap,county_centroid_beyond_threshold
53057,Skagit County,WA,48.4933,-121.8158,50.1,129480,1730,candidate_access_gap,county_centroid_beyond_threshold
20117,Marshall County,KS,39.7827,-96.5212,50.0,10014,900,candidate_access_gap,county_centroid_beyond_threshold
48075,Childress County,TX,34.5246,-100.2082,49.9,6781,697,candidate_access_gap,county_centroid_beyond_threshold
30015,Chouteau County,MT,47.8868,-110.4362,49.9,5897,3973,candidate_access_gap,county_centroid_beyond_threshold
31095,Jefferson County,NE,40.1757,-97.1431,49.9,7185,570,candidate_access_gap,county_centroid_beyond_threshold
54093,Tucker County,WV,39.1112,-79.5600,49.9,6747,419,candidate_access_gap,county_centroid_beyond_threshold
29171,Putnam County,MO,40.4786,-93.0145,49.9,4698,517,candidate_access_gap,county_centroid_beyond_threshold
22029,Concordia Parish,LA,31.4698,-91.6263,49.9,18677,697,candidate_access_gap,county_centroid_beyond_threshold
18045,Fountain County,IN,40.1212,-87.2349,49.9,16468,396,candidate_access_gap,county_centroid_beyond_threshold
37177,Tyrrell County,NC,35.8704,-76.1653,49.8,3389,391,candidate_access_gap,county_centroid_beyond_threshold
26133,Osceola County,MI,43.9976,-85.3223,49.8,23022,566,candidate_access_gap,county_centroid_beyond_threshold
05027,Columbia County,AR,33.2230,-93.2328,49.8,22707,766,candidate_access_gap,county_centroid_beyond_threshold
39071,Highland County,OH,39.1844,-83.6014,49.8,43285,553,candidate_access_gap,county_centroid_beyond_threshold
10005,Sussex County,DE,38.6732,-75.3370,49.7,240668,936,candidate_access_gap,county_centroid_beyond_threshold
29167,Polk County,MO,37.6168,-93.4008,49.7,31877,636,candidate_access_gap,county_centroid_beyond_threshold
54101,Webster County,WV,38.4835,-80.4491,49.6,8362,553,candidate_access_gap,county_centroid_beyond_threshold
22083,Richland Parish,LA,32.4132,-91.7484,49.6,20028,556,candidate_access_gap,county_centroid_beyond_threshold
13299,Ware County,GA,31.0509,-82.4215,49.6,35917,899,candidate_access_gap,county_centroid_beyond_threshold
27065,Kanabec County,MN,45.9478,-93.2978,49.5,16145,522,candidate_access_gap,county_centroid_beyond_threshold
38037,Grant County,ND,46.3578,-101.6390,49.5,2320,1659,candidate_access_gap,county_centroid_beyond_threshold
38085,Sioux County,ND,46.1106,-101.0613,49.4,3896,1094,candidate_access_gap,county_centroid_beyond_threshold
47111,Macon County,TN,36.5378,-86.0010,49.4,25365,307,candidate_access_gap,county_centroid_beyond_threshold
18017,Cass County,IN,40.7538,-86.3552,49.4,37820,412,candidate_access_gap,county_centroid_beyond_threshold
48233,Hutchinson County,TX,35.8370,-101.3627,49.4,20595,887,candidate_access_gap,county_centroid_beyond_threshold
22003,Allen Parish,LA,30.6527,-92.8196,49.4,22798,762,candidate_access_gap,county_centroid_beyond_threshold
05109,Pike County,AR,34.1582,-93.6587,49.4,10205,600,candidate_access_gap,county_centroid_beyond_threshold
05095,Monroe County,AR,34.6795,-91.2033,49.3,6787,607,candidate_access_gap,county_centroid_beyond_threshold
30049,Lewis and Clark County,MT,47.1320,-112.3734,49.2,71487,3458,candidate_access_gap,county_centroid_beyond_threshold
29179,Reynolds County,MO,37.3665,-90.9723,49.1,6102,808,candidate_access_gap,county_centroid_beyond_threshold
29029,Camden County,MO,38.0265,-92.7653,49.1,43227,656,candidate_access_gap,county_centroid_beyond_threshold
05001,Arkansas County,AR,34.2896,-91.3765,49.0,17024,992,candidate_access_gap,county_centroid_beyond_threshold
30103,Treasure County,MT,46.2271,-107.2753,49.0,680,978,candidate_access_gap,county_centroid_beyond_threshold
31167,Stanton County,NE,41.9050,-97.1771,48.9,5828,428,candidate_access_gap,county_centroid_beyond_threshold
12055,Highlands County,FL,27.3411,-81.3424,48.8,102339,1018,candidate_access_gap,county_centroid_beyond_threshold
08025,Crowley County,CO,38.3062,-103.7727,48.8,5782,787,candidate_access_gap,county_centroid_beyond_threshold
54059,Mingo County,WV,37.7212,-82.1590,48.7,23466,423,candidate_access_gap,county_centroid_beyond_threshold
28077,Lawrence County,MS,31.5500,-90.1075,48.7,11933,431,candidate_access_gap,county_centroid_beyond_threshold
27157,Wabasha County,MN,44.2896,-92.2335,48.6,21460,523,candidate_access_gap,county_centroid_beyond_threshold
22027,Claiborne Parish,LA,32.8272,-92.9897,48.6,14203,755,candidate_access_gap,county_centroid_beyond_threshold
21177,Muhlenberg County,KY,37.2138,-87.1341,48.6,30735,467,candidate_access_gap,county_centroid_beyond_threshold
27127,Redwood County,MN,44.4035,-95.2542,48.6,15428,879,candidate_access_gap,county_centroid_beyond_threshold
19091,Humboldt County,IA,42.7822,-94.2028,48.6,9606,434,candidate_access_gap,county_centroid_beyond_threshold
21135,Lewis County,KY,38.5350,-83.3701,48.5,13063,483,candidate_access_gap,county_centroid_beyond_threshold
18015,Carroll County,IN,40.5850,-86.5651,48.5,20397,372,candidate_access_gap,county_centroid_beyond_threshold
21231,Wayne County,KY,36.8008,-84.8266,48.5,19666,458,candidate_access_gap,county_centroid_beyond_threshold
29005,Atchison County,MO,40.4318,-95.4376,48.4,5270,547,candidate_access_gap,county_centroid_beyond_threshold
31147,Richardson County,NE,40.1237,-95.7186,48.4,7850,552,candidate_access_gap,county_centroid_beyond_threshold
20145,Pawnee County,KS,38.1815,-99.2348,48.3,6288,754,candidate_access_gap,county_centroid_beyond_threshold
51117,Mecklenburg County,VA,36.6873,-78.3690,48.2,30367,625,candidate_access_gap,county_centroid_beyond_threshold
18049,Fulton County,IN,41.0504,-86.2650,48.2,20420,368,candidate_access_gap,county_centroid_beyond_threshold
12029,Dixie County,FL,29.5527,-83.2362,48.2,16737,705,candidate_access_gap,county_centroid_beyond_threshold
29055,Crawford County,MO,37.9666,-91.3139,48.0,23023,742,candidate_access_gap,county_centroid_beyond_threshold
21027,Breckinridge County,KY,37.7780,-86.4329,48.0,20528,570,candidate_access_gap,county_centroid_beyond_threshold
27125,Red Lake County,MN,47.8655,-96.0872,48.0,3912,432,candidate_access_gap,county_centroid_beyond_threshold
39141,Ross County,OH,39.3239,-83.0595,48.0,76957,689,candidate_access_gap,county_centroid_beyond_threshold
29187,St. Francois County,MO,37.8107,-90.4739,47.9,66814,452,candidate_access_gap,county_centroid_beyond_threshold
16033,Clark County,ID,44.2902,-112.3546,47.9,756,1763,candidate_access_gap,county_centroid_beyond_threshold
41011,Coos County,OR,43.1859,-124.0941,47.8,64908,1596,candidate_access_gap,county_centroid_beyond_threshold
30047,Lake County,MT,47.6429,-114.0837,47.8,31509,1490,candidate_access_gap,county_centroid_beyond_threshold
48415,Scurry County,TX,32.7444,-100.9133,47.8,16883,905,candidate_access_gap,county_centroid_beyond_threshold
12075,Levy County,FL,29.2719,-82.8312,47.8,43268,1118,candidate_access_gap,county_centroid_beyond_threshold
27173,Yellow Medicine County,MN,44.7157,-95.8628,47.7,9569,759,candidate_access_gap,county_centroid_beyond_threshold
01129,Washington County,AL,31.4085,-88.2124,47.7,15434,1080,candidate_access_gap,county_centroid_beyond_threshold
48433,Stonewall County,TX,33.1796,-100.2538,47.7,1331,916,candidate_access_gap,county_centroid_beyond_threshold
55019,Clark County,WI,44.7393,-90.6100,47.7,34703,1210,candidate_access_gap,county_centroid_beyond_threshold
21141,Logan County,KY,36.8596,-86.8813,47.7,27498,552,candidate_access_gap,county_centroid_beyond_threshold
55067,Langlade County,WI,45.2549,-89.0671,47.6,19512,871,candidate_access_gap,county_centroid_beyond_threshold
20099,Labette County,KS,37.1915,-95.2975,47.6,20096,645,candidate_access_gap,county_centroid_beyond_threshold
19191,Winneshiek County,IA,43.2930,-91.8508,47.6,20050,690,candidate_access_gap,county_centroid_beyond_threshold
26147,St. Clair County,MI,42.9288,-82.6689,47.6,160257,721,candidate_access_gap,county_centroid_beyond_threshold
22051,Jefferson Parish,LA,29.5033,-90.0362,47.5,436171,301,candidate_access_gap,county_centroid_beyond_threshold
36017,Chenango County,NY,42.4780,-75.6022,47.5,47096,893,candidate_access_gap,county_centroid_beyond_threshold
30079,Prairie County,MT,46.8124,-105.5039,47.5,1283,1737,candidate_access_gap,county_centroid_beyond_threshold
22115,Vernon Parish,LA,31.1028,-93.1883,47.5,48452,1327,candidate_access_gap,county_centroid_beyond_threshold
56003,Big Horn County,WY,44.5251,-107.9948,47.4,11690,3137,candidate_access_gap,county_centroid_beyond_threshold
13281,Towns County,GA,34.9025,-83.7323,47.4,12546,166,candidate_access_gap,county_centroid_beyond_threshold
29061,Daviess County,MO,39.9628,-93.9701,47.3,8418,563,candidate_access_gap,county_centroid_beyond_threshold
48369,Parmer County,TX,34.5322,-102.7849,47.2,9809,881,candidate_access_gap,county_centroid_beyond_threshold
36023,Cortland County,NY,42.5940,-76.0762,47.2,46755,499,candidate_access_gap,county_centroid_beyond_threshold
48335,Mitchell County,TX,32.3041,-100.9244,47.2,8947,911,candidate_access_gap,county_centroid_beyond_threshold
51111,Lunenburg County,VA,36.9456,-78.2405,47.2,11988,432,candidate_access_gap,county_centroid_beyond_threshold
16009,Benewah County,ID,47.2185,-116.6335,47.2,9731,777,candidate_access_gap,county_centroid_beyond_threshold
47161,Stewart County,TN,36.4585,-87.8119,47.2,13724,460,candidate_access_gap,county_centroid_beyond_threshold
48079,Cochran County,TX,33.6084,-102.8304,47.1,2529,775,candidate_access_gap,county_centroid_beyond_threshold
24037,St. Mary's County,MD,38.2231,-76.5345,47.1,113814,359,candidate_access_gap,county_centroid_beyond_threshold
05055,Greene County,AR,36.1206,-90.5663,47.1,45954,577,candidate_access_gap,county_centroid_beyond_threshold
17199,Williamson County,IL,37.7304,-88.9300,47.1,67120,420,candidate_access_gap,county_centroid_beyond_threshold
23005,Cumberland County,ME,43.8083,-70.3304,47.0,303357,836,candidate_access_gap,county_centroid_beyond_threshold
50003,Bennington County,VT,43.0353,-73.1115,47.0,37326,674,candidate_access_gap,county_centroid_beyond_threshold
29227,Worth County,MO,40.4805,-94.4192,47.0,1982,267,candidate_access_gap,county_centroid_beyond_threshold
19061,Dubuque County,IA,42.4635,-90.8788,46.8,98812,608,candidate_access_gap,county_centroid_beyond_threshold
48227,Howard County,TX,32.3034,-101.4387,46.8,34488,901,candidate_access_gap,county_centroid_beyond_threshold
21071,Floyd County,KY,37.5525,-82.7397,46.8,35780,393,candidate_access_gap,county_centroid_beyond_threshold
20007,Barber County,KS,37.2229,-98.6851,46.7,4081,1134,candidate_access_gap,county_centroid_beyond_threshold
29015,Benton County,MO,38.3010,-93.2879,46.7,19616,704,candidate_access_gap,county_centroid_beyond_threshold
47185,White County,TN,35.9270,-85.4558,46.7,27420,377,candidate_access_gap,county_centroid_beyond_threshold
01045,Dale County,AL,31.4307,-85.6095,46.7,49455,561,candidate_access_gap,county_centroid_beyond_threshold
18157,Tippecanoe County,IN,40.3891,-86.8936,46.6,186955,499,candidate_access_gap,county_centroid_beyond_threshold
27091,Martin County,MN,43.6772,-94.5471,46.6,19960,712,candidate_access_gap,county_centroid_beyond_threshold
31185,York County,NE,40.8731,-97.5967,46.6,14212,573,candidate_access_gap,county_centroid_beyond_threshold
30061,Mineral County,MT,47.1297,-115.0854,46.6,4652,1220,candidate_access_gap,county_centroid_beyond_threshold
05077,Lee County,AR,34.7795,-90.7797,46.6,8666,600,candidate_access_gap,county_centroid_beyond_threshold
18105,Monroe County,IN,39.1607,-86.5233,46.5,140065,395,candidate_access_gap,county_centroid_beyond_threshold
22041,Franklin Parish,LA,32.1391,-91.6724,46.4,19752,624,candidate_access_gap,county_centroid_beyond_threshold
55075,Marinette County,WI,45.3469,-87.9912,46.3,41827,1399,candidate_access_gap,county_centroid_beyond_threshold
47159,Smith County,TN,36.2566,-85.9419,46.3,20034,314,candidate_access_gap,county_centroid_beyond_threshold
22045,Iberia Parish,LA,29.6060,-91.8427,46.3,69958,575,candidate_access_gap,county_centroid_beyond_threshold
21183,Ohio County,KY,37.4779,-86.8449,46.3,23782,587,candidate_access_gap,county_centroid_beyond_threshold
01005,Barbour County,AL,31.8703,-85.4051,46.3,24877,885,candidate_access_gap,county_centroid_beyond_threshold
41015,Curry County,OR,42.4664,-124.2109,46.3,23404,1628,candidate_access_gap,county_centroid_beyond_threshold
21131,Leslie County,KY,37.0878,-83.3886,46.2,10468,401,candidate_access_gap,county_centroid_beyond_threshold
45067,Marion County,SC,34.0836,-79.3540,46.2,29212,489,candidate_access_gap,county_centroid_beyond_threshold
53027,Grays Harbor County,WA,47.1137,-123.8267,46.2,75672,1901,candidate_access_gap,county_centroid_beyond_threshold
22053,Jefferson Davis Parish,LA,30.2695,-92.8162,46.1,32277,652,candidate_access_gap,county_centroid_beyond_threshold
36073,Orleans County,NY,43.3399,-78.2070,46.1,40148,391,candidate_access_gap,county_centroid_beyond_threshold
27021,Cass County,MN,46.9517,-94.3337,45.9,30288,2021,candidate_access_gap,county_centroid_beyond_threshold
31027,Cedar County,NE,42.6046,-97.2569,45.9,8375,740,candidate_access_gap,county_centroid_beyond_threshold
46123,Tripp County,SD,43.3497,-99.8762,45.9,5607,1612,candidate_access_gap,county_centroid_beyond_threshold
22123,West Carroll Parish,LA,32.7925,-91.4520,45.9,9800,360,candidate_access_gap,county_centroid_beyond_threshold
48327,Menard County,TX,30.8853,-99.8589,45.8,1964,902,candidate_access_gap,county_centroid_beyond_threshold
28097,Montgomery County,MS,33.5007,-89.6396,45.8,9803,407,candidate_access_gap,county_centroid_beyond_threshold
38029,Emmons County,ND,46.2843,-100.2378,45.8,3297,1508,candidate_access_gap,county_centroid_beyond_threshold
26069,Iosco County,MI,44.3869,-83.3801,45.7,25319,549,candidate_access_gap,county_centroid_beyond_threshold
55023,Crawford County,WI,43.2428,-90.9352,45.7,16123,571,candidate_access_gap,county_centroid_beyond_threshold
54031,Hardy County,WV,39.0114,-78.8417,45.7,14249,582,candidate_access_gap,county_centroid_beyond_threshold
01031,Coffee County,AL,31.4023,-85.9896,45.7,53559,679,candidate_access_gap,county_centroid_beyond_threshold
50021,Rutland County,VT,43.6124,-73.0603,45.6,60585,931,candidate_access_gap,county_centroid_beyond_threshold
29123,Madison County,MO,37.4745,-90.3434,45.6,12649,494,candidate_access_gap,county_centroid_beyond_threshold
48351,Newton County,TX,30.7867,-93.7392,45.6,12333,934,candidate_access_gap,county_centroid_beyond_threshold
05051,Garland County,AR,34.5789,-93.1469,45.6,100021,678,candidate_access_gap,county_centroid_beyond_threshold
35009,Curry County,NM,34.5730,-103.3461,45.5,48327,1406,candidate_access_gap,county_centroid_beyond_threshold
56027,Niobrara County,WY,43.0622,-104.4684,45.4,2460,2626,candidate_access_gap,county_centroid_beyond_threshold
21121,Knox County,KY,36.8885,-83.8556,45.4,30207,386,candidate_access_gap,county_centroid_beyond_threshold
05141,Van Buren County,AR,35.5830,-92.5160,45.4,15900,710,candidate_access_gap,county_centroid_beyond_threshold
48285,Lavaca County,TX,29.3826,-96.9236,45.4,20379,970,candidate_access_gap,county_centroid_beyond_threshold
48503,Young County,TX,33.1588,-98.6784,45.4,17903,914,candidate_access_gap,county_centroid_beyond_threshold
28135,Tallahatchie County,MS,33.9545,-90.1722,45.3,12621,646,candidate_access_gap,county_centroid_beyond_threshold
36099,Seneca County,NY,42.7823,-76.8271,45.3,33651,324,candidate_access_gap,county_centroid_beyond_threshold
48393,Roberts County,TX,35.8386,-100.8367,45.3,764,924,candidate_access_gap,county_centroid_beyond_threshold
13061,Clay County,GA,31.6198,-84.9926,45.3,2855,195,candidate_access_gap,county_centroid_beyond_threshold
28147,Walthall County,MS,31.1645,-90.1034,45.3,13888,404,candidate_access_gap,county_centroid_beyond_threshold
08017,Cheyenne County,CO,38.8356,-102.6018,45.2,1726,1778,candidate_access_gap,county_centroid_beyond_threshold
19167,Sioux County,IA,43.0826,-96.1780,45.1,35815,768,candidate_access_gap,county_centroid_beyond_threshold
05121,Randolph County,AR,36.3413,-91.0284,45.1,18619,652,candidate_access_gap,county_centroid_beyond_threshold
26121,Muskegon County,MI,43.4287,-86.4209,45.1,175947,504,candidate_access_gap,county_centroid_beyond_threshold
48395,Robertson County,TX,31.0255,-96.5149,45.0,16912,855,candidate_access_gap,county_centroid_beyond_threshold
06005,Amador County,CA,38.4435,-120.6539,45.0,40577,595,candidate_access_gap,county_centroid_beyond_threshold
55069,Lincoln County,WI,45.3331,-89.7322,45.0,28402,879,candidate_access_gap,county_centroid_beyond_threshold
18123,Perry County,IN,38.0814,-86.6265,44.9,19186,382,candidate_access_gap,county_centroid_beyond_threshold
22033,East Baton Rouge Parish,LA,30.5439,-91.0931,44.9,454369,456,candidate_access_gap,county_centroid_beyond_threshold
38031,Foster County,ND,47.4714,-98.8729,44.9,3388,634,candidate_access_gap,county_centroid_beyond_threshold
45025,Chesterfield County,SC,34.6370,-80.1592,44.8,43536,799,candidate_access_gap,county_centroid_beyond_threshold
29079,Grundy County,MO,40.1125,-93.5651,44.8,9878,435,candidate_access_gap,county_centroid_beyond_threshold
19093,Ida County,IA,42.3919,-95.5074,44.7,6969,432,candidate_access_gap,county_centroid_beyond_threshold
32001,Churchill County,NV,39.5377,-118.2642,44.7,25409,4950,candidate_access_gap,county_centroid_beyond_threshold
47005,Benton County,TN,36.0709,-88.0712,44.6,15933,394,candidate_access_gap,county_centroid_beyond_threshold
13001,Appling County,GA,31.7397,-82.2901,44.5,18441,508,candidate_access_gap,county_centroid_beyond_threshold
55007,Bayfield County,WI,46.6342,-91.1773,44.5,16214,1478,candidate_access_gap,county_centroid_beyond_threshold
46027,Clay County,SD,42.9162,-96.9805,44.5,14953,412,candidate_access_gap,county_centroid_beyond_threshold
48161,Freestone County,TX,31.7017,-96.1450,44.4,19599,878,candidate_access_gap,county_centroid_beyond_threshold
05079,Lincoln County,AR,33.9564,-91.7424,44.4,13016,559,candidate_access_gap,county_centroid_beyond_threshold
22121,West Baton Rouge Parish,LA,30.4641,-91.3098,44.4,27377,192,candidate_access_gap,county_centroid_beyond_threshold
16081,Teton County,ID,43.7610,-111.2118,44.4,11813,449,candidate_access_gap,county_centroid_beyond_threshold
56001,Albany County,WY,41.6655,-105.7219,44.3,37525,4274,candidate_access_gap,county_centroid_beyond_threshold
12043,Glades County,FL,26.9548,-81.1908,44.3,12179,807,candidate_access_gap,county_centroid_beyond_threshold
16071,Oneida County,ID,42.1839,-112.5204,44.3,4572,1199,candidate_access_gap,county_centroid_beyond_threshold
27073,Lac qui Parle County,MN,44.9998,-96.1769,44.2,6736,765,candidate_access_gap,county_centroid_beyond_threshold
01041,Crenshaw County,AL,31.7303,-86.3200,44.1,13205,609,candidate_access_gap,county_centroid_beyond_threshold
45029,Colleton County,SC,32.8494,-80.6564,44.1,38561,1056,candidate_access_gap,county_centroid_beyond_threshold
16029,Caribou County,ID,42.7861,-111.5443,44.1,7058,1764,candidate_access_gap,county_centroid_beyond_threshold
40105,Nowata County,OK,36.7896,-95.6133,44.0,9460,566,candidate_access_gap,county_centroid_beyond_threshold
48169,Garza County,TX,33.1838,-101.3011,44.0,5735,893,candidate_access_gap,county_centroid_beyond_threshold
37185,Warren County,NC,36.3981,-78.0999,44.0,18803,429,candidate_access_gap,county_centroid_beyond_threshold
