GEOID,NAME,STATE,LAT,LON,NEAREST_MI,POPULATION,LAND_SQMI,GAP_CLASS,ARTIFACT_REASON
49045,Tooele County,UT,40.4678,-113.1240,66.8,74032,7040,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
21207,Russell County,KY,36.9906,-85.0550,66.7,18021,253,candidate_access_gap,county_centroid_beyond_threshold
49017,Garfield County,UT,37.8317,-111.4509,66.6,5121,5180,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
56043,Washakie County,WY,43.8788,-107.6691,66.6,7725,2239,candidate_access_gap,county_centroid_beyond_threshold
19063,Emmet County,IA,43.3780,-94.6694,66.6,9349,396,candidate_access_gap,county_centroid_beyond_threshold
48463,Uvalde County,TX,29.3503,-99.7684,66.5,24833,1552,candidate_access_gap,county_centroid_beyond_threshold
08029,Delta County,CO,38.8614,-107.8650,66.3,31173,1142,candidate_access_gap,county_centroid_beyond_threshold
19021,Buena Vista County,IA,42.7415,-95.1414,66.2,20687,575,candidate_access_gap,county_centroid_beyond_threshold
46013,Brown County,SD,45.5893,-98.3522,66.2,38278,1713,candidate_access_gap,county_centroid_beyond_threshold
28151,Washington County,MS,33.2732,-90.9444,66.1,44604,724,candidate_access_gap,county_centroid_beyond_threshold
08051,Gunnison County,CO,38.6705,-107.0569,66.0,17018,3239,candidate_access_gap,county_centroid_beyond_threshold
05107,Phillips County,AR,34.4237,-90.8556,65.8,16373,690,candidate_access_gap,county_centroid_beyond_threshold
48401,Rusk County,TX,32.1094,-94.7564,65.7,52755,924,candidate_access_gap,county_centroid_beyond_threshold
35059,Union County,NM,36.4881,-103.4757,65.7,4074,3825,candidate_access_gap,county_centroid_beyond_threshold
16057,Latah County,ID,46.8189,-116.7310,65.6,39872,1076,candidate_access_gap,county_centroid_beyond_threshold
19119,Lyon County,IA,43.3836,-96.2072,65.3,12023,588,candidate_access_gap,county_centroid_beyond_threshold
48127,Dimmit County,TX,28.4236,-99.7659,65.3,8672,1329,candidate_access_gap,county_centroid_beyond_threshold
05013,Calhoun County,AR,33.5605,-92.5139,65.3,4773,629,candidate_access_gap,county_centroid_beyond_threshold
48301,Loving County,TX,31.8449,-103.5612,65.2,96,669,candidate_access_gap,county_centroid_beyond_threshold
22085,Sabine Parish,LA,31.5604,-93.5596,65.1,22209,867,candidate_access_gap,county_centroid_beyond_threshold
20183,Smith County,KS,39.7847,-98.7854,65.1,3561,895,candidate_access_gap,county_centroid_beyond_threshold
26109,Menominee County,MI,45.5356,-87.5015,65.1,23433,1044,candidate_access_gap,county_centroid_beyond_threshold
26055,Grand Traverse County,MI,44.7187,-85.5538,65.0,95315,464,candidate_access_gap,county_centroid_beyond_threshold
19161,Sac County,IA,42.3875,-95.1052,65.0,9778,575,candidate_access_gap,county_centroid_beyond_threshold
46071,Jackson County,SD,43.6775,-101.6263,64.9,2838,1864,candidate_access_gap,county_centroid_beyond_threshold
38055,McLean County,ND,47.6532,-101.4219,64.7,9781,2110,candidate_access_gap,county_centroid_beyond_threshold
46015,Brule County,SD,43.7299,-99.0929,64.7,5247,817,candidate_access_gap,county_centroid_beyond_threshold
21031,Butler County,KY,37.2070,-86.6825,64.7,12365,426,candidate_access_gap,county_centroid_beyond_threshold
21217,Taylor County,KY,37.3662,-85.3281,64.7,26056,266,candidate_access_gap,county_centroid_beyond_threshold
24039,Somerset County,MD,38.0744,-75.8533,64.6,24672,320,candidate_access_gap,county_centroid_beyond_threshold
46115,Spink County,SD,44.9238,-98.3396,64.6,6355,1503,candidate_access_gap,county_centroid_beyond_threshold
35035,Otero County,NM,32.6156,-105.7513,64.5,67850,6613,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
31169,Thayer County,NE,40.1734,-97.5962,64.5,5006,574,candidate_access_gap,county_centroid_beyond_threshold
54083,Randolph County,WV,38.7811,-79.8678,64.3,28005,1040,candidate_access_gap,county_centroid_beyond_threshold
26105,Mason County,MI,43.9572,-86.4429,64.2,29178,495,candidate_access_gap,county_centroid_beyond_threshold
27033,Cottonwood County,MN,44.0106,-95.1832,64.2,11481,640,candidate_access_gap,county_centroid_beyond_threshold
31105,Kimball County,NE,41.1993,-103.7032,64.2,3395,952,candidate_access_gap,county_centroid_beyond_threshold
46135,Yankton County,SD,43.0066,-97.3884,64.1,23311,521,candidate_access_gap,county_centroid_beyond_threshold
27081,Lincoln County,MN,44.4082,-96.2720,64.1,5630,537,candidate_access_gap,county_centroid_beyond_threshold
30059,Meagher County,MT,46.5857,-110.9217,64.0,1948,2392,candidate_access_gap,county_centroid_beyond_threshold
31139,Pierce County,NE,42.2714,-97.6110,64.0,7301,573,candidate_access_gap,county_centroid_beyond_threshold
20157,Republic County,KS,39.8289,-97.6509,63.8,4686,717,candidate_access_gap,county_centroid_beyond_threshold
46055,Haakon County,SD,44.2881,-101.5409,63.8,1755,1811,candidate_access_gap,county_centroid_beyond_threshold
18171,Warren County,IN,40.3525,-87.3752,63.8,8454,365,candidate_access_gap,county_centroid_beyond_threshold
21085,Grayson County,KY,37.4586,-86.3440,63.5,26465,500,candidate_access_gap,county_centroid_beyond_threshold
40039,Custer County,OK,35.6456,-98.9974,63.4,28391,989,candidate_access_gap,county_centroid_beyond_threshold
53013,Columbia County,WA,46.2929,-117.9116,63.4,3980,869,candidate_access_gap,county_centroid_beyond_threshold
48307,McCulloch County,TX,31.2055,-99.3599,63.4,7638,1066,candidate_access_gap,county_centroid_beyond_threshold
36045,Jefferson County,NY,43.9964,-76.0530,63.3,117445,1268,candidate_access_gap,county_centroid_beyond_threshold
20089,Jewell County,KS,39.7770,-98.2226,63.2,2929,910,candidate_access_gap,county_centroid_beyond_threshold
08057,Jackson County,CO,40.6634,-106.3292,63.2,1440,1614,candidate_access_gap,county_centroid_beyond_threshold
48183,Gregg County,TX,32.4864,-94.8163,62.9,124245,273,candidate_access_gap,county_centroid_beyond_threshold
01025,Clarke County,AL,31.6855,-87.8186,62.9,23058,1238,candidate_access_gap,county_centroid_beyond_threshold
22061,Lincoln Parish,LA,32.6018,-92.6623,62.9,48323,472,candidate_access_gap,county_centroid_beyond_threshold
28001,Adams County,MS,31.4862,-91.3518,62.9,29425,462,candidate_access_gap,county_centroid_beyond_threshold
53023,Garfield County,WA,46.4293,-117.5367,62.8,2310,711,candidate_access_gap,county_centroid_beyond_threshold
22067,Morehouse Parish,LA,32.8200,-91.8004,62.7,25438,795,candidate_access_gap,county_centroid_beyond_threshold
26009,Antrim County,MI,45.0055,-85.1756,62.7,23662,476,candidate_access_gap,county_centroid_beyond_threshold
17055,Franklin County,IL,37.9919,-88.9263,62.6,37810,409,candidate_access_gap,county_centroid_beyond_threshold
48057,Calhoun County,TX,28.4417,-96.5796,62.6,20127,507,candidate_access_gap,county_centroid_beyond_threshold
20049,Elk County,KS,37.4560,-96.2446,62.6,2453,644,candidate_access_gap,county_centroid_beyond_threshold
48423,Smith County,TX,32.3751,-95.2689,62.5,234667,921,candidate_access_gap,county_centroid_beyond_threshold
29043,Christian County,MO,36.9697,-93.1876,62.5,89568,563,candidate_access_gap,county_centroid_beyond_threshold
27001,Aitkin County,MN,46.6024,-93.4197,62.5,15859,1821,candidate_access_gap,county_centroid_beyond_threshold
08103,Rio Blanco County,CO,39.9726,-108.2007,62.5,6511,3221,candidate_access_gap,county_centroid_beyond_threshold
48033,Borden County,TX,32.7386,-101.4392,62.5,686,897,candidate_access_gap,county_centroid_beyond_threshold
19187,Webster County,IA,42.4336,-94.1758,62.4,36986,716,candidate_access_gap,county_centroid_beyond_threshold
50005,Caledonia County,VT,44.4688,-72.1122,62.3,30418,649,candidate_access_gap,county_centroid_beyond_threshold
48125,Dickens County,TX,33.6154,-100.7876,62.3,1570,902,candidate_access_gap,county_centroid_beyond_threshold
06033,Lake County,CA,39.1080,-122.7452,62.2,68024,1255,candidate_access_gap,county_centroid_beyond_threshold
30001,Beaverhead County,MT,45.1339,-112.8929,62.2,9469,5543,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
53051,Pend Oreille County,WA,48.5438,-117.2322,62.1,13570,1400,candidate_access_gap,county_centroid_beyond_threshold
47087,Jackson County,TN,36.3543,-85.6741,62.1,11730,309,candidate_access_gap,county_centroid_beyond_threshold
22049,Jackson Parish,LA,32.3043,-92.5617,62.1,15093,569,candidate_access_gap,county_centroid_beyond_threshold
28015,Carroll County,MS,33.4408,-89.9189,62.0,9930,628,candidate_access_gap,county_centroid_beyond_threshold
05019,Clark County,AR,34.0533,-93.1762,62.0,21469,866,candidate_access_gap,county_centroid_beyond_threshold
31057,Dundy County,NE,40.1802,-101.6811,61.9,1825,920,candidate_access_gap,county_centroid_beyond_threshold
46069,Hyde County,SD,44.5372,-99.4727,61.9,1319,861,candidate_access_gap,county_centroid_beyond_threshold
20083,Hodgeman County,KS,38.0875,-99.8984,61.8,1770,860,candidate_access_gap,county_centroid_beyond_threshold
26007,Alpena County,MI,44.8950,-83.4266,61.8,28911,572,candidate_access_gap,county_centroid_beyond_threshold
46102,Oglala Lakota County,SD,43.3334,-102.5615,61.8,13695,2094,candidate_access_gap,county_centroid_beyond_threshold
05009,Boone County,AR,36.3043,-93.0792,61.8,37662,590,candidate_access_gap,county_centroid_beyond_threshold
27075,Lake County,MN,47.5171,-91.4117,61.7,10915,2109,candidate_access_gap,county_centroid_beyond_threshold
28113,Pike County,MS,31.1775,-90.3977,61.6,40098,409,candidate_access_gap,county_centroid_beyond_threshold
06025,Imperial County,CA,33.0408,-115.3554,61.5,179578,4176,candidate_access_gap,county_centroid_beyond_threshold
19025,Calhoun County,IA,42.3861,-94.6436,61.5,9893,570,candidate_access_gap,county_centroid_beyond_threshold
27083,Lyon County,MN,44.4092,-95.8473,61.4,25352,714,candidate_access_gap,county_centroid_beyond_threshold
38027,Eddy County,ND,47.7234,-98.9005,61.3,2345,630,candidate_access_gap,county_centroid_beyond_threshold
47141,Putnam County,TN,36.1409,-85.4962,61.3,80157,401,candidate_access_gap,county_centroid_beyond_threshold
46047,Fall River County,SD,43.2216,-103.5126,61.2,7079,1740,candidate_access_gap,county_centroid_beyond_threshold
48435,Sutton County,TX,30.5222,-100.5134,61.2,3345,1454,candidate_access_gap,county_centroid_beyond_threshold
05075,Lawrence County,AR,36.0411,-91.1012,61.2,16258,588,candidate_access_gap,county_centroid_beyond_threshold
12037,Franklin County,FL,29.6778,-84.8152,61.1,12276,545,candidate_access_gap,county_centroid_beyond_threshold
27061,Itasca County,MN,47.4908,-93.6111,61.1,45054,2668,candidate_access_gap,county_centroid_beyond_threshold
21195,Pike County,KY,37.4860,-82.4109,61.1,58196,786,candidate_access_gap,county_centroid_beyond_threshold
28027,Coahoma County,MS,34.2303,-90.6040,61.0,21264,553,candidate_access_gap,county_centroid_beyond_threshold
41007,Clatsop County,OR,46.0245,-123.7050,61.0,41190,828,candidate_access_gap,county_centroid_beyond_threshold
55129,Washburn County,WI,45.8925,-91.7964,60.9,16685,797,candidate_access_gap,county_centroid_beyond_threshold
04015,Mohave County,AZ,35.7177,-113.7497,60.9,214229,13332,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
53055,San Juan County,WA,48.5072,-123.1038,60.6,18001,174,candidate_access_gap,county_centroid_beyond_threshold
20153,Rawlins County,KS,39.7862,-101.0767,60.6,2544,1069,candidate_access_gap,county_centroid_beyond_threshold
51001,Accomack County,VA,37.7659,-75.7578,60.5,33367,449,candidate_access_gap,county_centroid_beyond_threshold
30009,Carbon County,MT,45.2245,-109.0286,60.3,10645,2048,candidate_access_gap,county_centroid_beyond_threshold
31157,Scotts Bluff County,NE,41.8505,-103.7030,60.3,36048,740,candidate_access_gap,county_centroid_beyond_threshold
48049,Brown County,TX,31.7641,-98.9985,60.2,38159,944,candidate_access_gap,county_centroid_beyond_threshold
20071,Greeley County,KS,38.4804,-101.8060,60.1,1279,778,candidate_access_gap,county_centroid_beyond_threshold
46083,Lincoln County,SD,43.2794,-96.7223,60.1,65801,577,candidate_access_gap,county_centroid_beyond_threshold
20205,Wilson County,KS,37.5585,-95.7452,60.0,8667,570,candidate_access_gap,county_centroid_beyond_threshold
55035,Eau Claire County,WI,44.7264,-91.2864,60.0,105697,638,candidate_access_gap,county_centroid_beyond_threshold
48459,Upshur County,TX,32.7353,-94.9412,60.0,41261,583,candidate_access_gap,county_centroid_beyond_threshold
48263,Kent County,TX,33.1848,-100.7697,59.8,635,903,candidate_access_gap,county_centroid_beyond_threshold
21227,Warren County,KY,36.9956,-86.4236,59.8,135307,542,candidate_access_gap,county_centroid_beyond_threshold
08107,Routt County,CO,40.4837,-106.9877,59.7,24944,2362,candidate_access_gap,county_centroid_beyond_threshold
49013,Duchesne County,UT,40.2894,-110.4296,59.5,19779,3236,candidate_access_gap,county_centroid_beyond_threshold
40003,Alfalfa County,OK,36.7297,-98.3234,59.5,5683,867,candidate_access_gap,county_centroid_beyond_threshold
47133,Overton County,TN,36.3449,-85.2831,59.5,22576,433,candidate_access_gap,county_centroid_beyond_threshold
54041,Lewis County,WV,38.9889,-80.4955,59.5,16920,387,candidate_access_gap,county_centroid_beyond_threshold
17075,Iroquois County,IL,40.7489,-87.8336,59.4,27043,1117,candidate_access_gap,county_centroid_beyond_threshold
26165,Wexford County,MI,44.3314,-85.5700,59.4,33766,565,candidate_access_gap,county_centroid_beyond_threshold
29129,Mercer County,MO,40.4214,-93.5676,59.2,3517,454,candidate_access_gap,county_centroid_beyond_threshold
20147,Phillips County,KS,39.7845,-99.3422,59.2,4960,886,candidate_access_gap,county_centroid_beyond_threshold
29093,Iron County,MO,37.6260,-90.6996,59.1,9538,550,candidate_access_gap,county_centroid_beyond_threshold
27137,St. Louis County,MN,47.5786,-92.5146,59.1,200122,6248,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
48017,Bailey County,TX,34.0675,-102.8303,59.1,6902,827,candidate_access_gap,county_centroid_beyond_threshold
35039,Rio Arriba County,NM,36.5097,-106.6940,59.1,40285,5861,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
21053,Clinton County,KY,36.7273,-85.1361,59.0,9295,197,candidate_access_gap,county_centroid_beyond_threshold
16017,Bonner County,ID,48.3246,-116.6274,59.0,47976,1733,candidate_access_gap,county_centroid_beyond_threshold
19043,Clayton County,IA,42.8410,-91.3236,59.0,17123,778,candidate_access_gap,county_centroid_beyond_threshold
13005,Bacon County,GA,31.5502,-82.4514,58.9,11138,284,candidate_access_gap,county_centroid_beyond_threshold
28051,Holmes County,MS,33.1259,-90.0912,58.9,16848,757,candidate_access_gap,county_centroid_beyond_threshold
50001,Addison County,VT,44.0312,-73.1416,58.9,37434,766,candidate_access_gap,county_centroid_beyond_threshold
39001,Adams County,OH,38.8345,-83.4781,58.9,27509,584,candidate_access_gap,county_centroid_beyond_threshold
26151,Sanilac County,MI,43.4492,-82.6428,58.7,40759,963,candidate_access_gap,county_centroid_beyond_threshold
48165,Gaines County,TX,32.7439,-102.6316,58.6,21523,1502,candidate_access_gap,county_centroid_beyond_threshold
46077,Kingsbury County,SD,44.3630,-97.4993,58.6,5172,832,candidate_access_gap,county_centroid_beyond_threshold
38057,Mercer County,ND,47.3071,-101.8333,58.6,8366,1043,candidate_access_gap,county_centroid_beyond_threshold
46017,Buffalo County,SD,44.0443,-99.2040,58.5,1859,471,candidate_access_gap,county_centroid_beyond_threshold
40089,McCurtain County,OK,34.1171,-94.7661,58.5,31003,1851,candidate_access_gap,county_centroid_beyond_threshold
08089,Otero County,CO,37.8842,-103.7213,58.4,18580,1262,candidate_access_gap,county_centroid_beyond_threshold
53031,Jefferson County,WA,47.8057,-123.5271,58.4,33006,1804,candidate_access_gap,county_centroid_beyond_threshold
26001,Alcona County,MI,44.6575,-83.2946,58.4,10238,675,candidate_access_gap,county_centroid_beyond_threshold
38047,Logan County,ND,46.4693,-99.5046,58.4,1849,993,candidate_access_gap,county_centroid_beyond_threshold
36011,Cayuga County,NY,43.0085,-76.5746,58.4,76171,692,candidate_access_gap,county_centroid_beyond_threshold
19141,O'Brien County,IA,43.0837,-95.6256,58.3,14138,573,candidate_access_gap,county_centroid_beyond_threshold
47023,Chester County,TN,35.4203,-88.6114,58.3,17392,286,candidate_access_gap,county_centroid_beyond_threshold
38083,Sheridan County,ND,47.5814,-100.3310,58.3,1338,972,candidate_access_gap,county_centroid_beyond_threshold
31007,Banner County,NE,41.5397,-103.7263,58.3,670,746,candidate_access_gap,county_centroid_beyond_threshold
27089,Marshall County,MN,48.3627,-96.3578,58.2,9017,1775,candidate_access_gap,county_centroid_beyond_threshold
22109,Terrebonne Parish,LA,29.3341,-90.8437,57.9,108862,1230,candidate_access_gap,county_centroid_beyond_threshold
41063,Wallowa County,OR,45.5938,-117.1856,57.9,7439,3146,candidate_access_gap,county_centroid_beyond_threshold
26063,Huron County,MI,43.9076,-82.8570,57.9,31461,836,candidate_access_gap,county_centroid_beyond_threshold
48269,King County,TX,33.6143,-100.2453,57.9,216,911,candidate_access_gap,county_centroid_beyond_threshold
29203,Shannon County,MO,37.1525,-91.3913,57.9,7132,1004,candidate_access_gap,county_centroid_beyond_threshold
05101,Newton County,AR,35.9107,-93.2159,57.8,7243,821,candidate_access_gap,county_centroid_beyond_threshold
12045,Gulf County,FL,29.8592,-85.2720,57.8,15002,553,candidate_access_gap,county_centroid_beyond_threshold
28037,Franklin County,MS,31.4778,-90.8955,57.8,7690,564,candidate_access_gap,county_centroid_beyond_threshold
18181,White County,IN,40.7510,-86.8643,57.8,24630,505,candidate_access_gap,county_centroid_beyond_threshold
48411,San Saba County,TX,31.1551,-98.8193,57.7,5779,1135,candidate_access_gap,county_centroid_beyond_threshold
36055,Monroe County,NY,43.2503,-77.7005,57.6,756406,657,candidate_access_gap,county_centroid_beyond_threshold
48001,Anderson County,TX,31.8413,-95.6617,57.6,58077,1063,candidate_access_gap,county_centroid_beyond_threshold
45051,Horry County,SC,33.9093,-78.9767,57.6,356578,1133,candidate_access_gap,county_centroid_beyond_threshold
30045,Judith Basin County,MT,47.0326,-110.3053,57.6,2039,1870,candidate_access_gap,county_centroid_beyond_threshold
48123,DeWitt County,TX,29.0823,-97.3617,57.5,19826,909,candidate_access_gap,county_centroid_beyond_threshold
41045,Malheur County,OR,43.1886,-117.6032,57.3,31538,9888,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
46119,Sully County,SD,44.7223,-100.1314,57.3,1318,1007,candidate_access_gap,county_centroid_beyond_threshold
48239,Jackson County,TX,28.9598,-96.5891,57.3,15010,829,candidate_access_gap,county_centroid_beyond_threshold
05137,Stone County,AR,35.8570,-92.1405,57.1,12393,606,candidate_access_gap,county_centroid_beyond_threshold
38099,Walsh County,ND,48.3770,-97.7222,57.0,10553,1282,candidate_access_gap,county_centroid_beyond_threshold
48101,Cottle County,TX,34.0919,-100.2764,56.9,1647,901,candidate_access_gap,county_centroid_beyond_threshold
55029,Door County,WI,45.0934,-87.0487,56.8,30038,482,candidate_access_gap,county_centroid_beyond_threshold
48387,Red River County,TX,33.6196,-95.0484,56.8,11627,1044,candidate_access_gap,county_centroid_beyond_threshold
29085,Hickory County,MO,37.9369,-93.3230,56.7,8452,399,candidate_access_gap,county_centroid_beyond_threshold
17049,Effingham County,IL,39.0479,-88.5928,56.7,34594,479,candidate_access_gap,county_centroid_beyond_threshold
49003,Box Elder County,UT,41.6226,-113.0603,56.7,58291,5781,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
48443,Terrell County,TX,30.2323,-102.0725,56.6,862,2358,candidate_access_gap,county_centroid_beyond_threshold
16013,Blaine County,ID,43.3942,-113.9554,56.5,24248,2638,candidate_access_gap,county_centroid_beyond_threshold
05149,Yell County,AR,34.9977,-93.4083,56.5,20342,930,candidate_access_gap,county_centroid_beyond_threshold
48345,Motley County,TX,34.0579,-100.7932,56.5,1223,990,candidate_access_gap,county_centroid_beyond_threshold
05113,Polk County,AR,34.4910,-94.2309,56.3,19384,857,candidate_access_gap,county_centroid_beyond_threshold
47039,Decatur County,TN,35.6031,-88.1103,56.2,11483,334,candidate_access_gap,county_centroid_beyond_threshold
48247,Jim Hogg County,TX,27.0532,-98.7476,56.0,4830,1136,candidate_access_gap,county_centroid_beyond_threshold
08003,Alamosa County,CO,37.5684,-105.7880,56.0,16460,723,candidate_access_gap,county_centroid_beyond_threshold
30057,Madison County,MT,45.3253,-111.9138,55.9,8742,3588,candidate_access_gap,county_centroid_beyond_threshold
31141,Platte County,NE,41.5769,-97.5135,55.9,34219,675,candidate_access_gap,county_centroid_beyond_threshold
47181,Wayne County,TN,35.2428,-87.8198,55.9,16325,734,candidate_access_gap,county_centroid_beyond_threshold
06009,Calaveras County,CA,38.1911,-120.5541,55.9,45674,1020,candidate_access_gap,county_centroid_beyond_threshold
30073,Pondera County,MT,48.2286,-112.2208,55.9,5987,1625,candidate_access_gap,county_centroid_beyond_threshold
17065,Hamilton County,IL,38.0852,-88.5390,55.9,8008,435,candidate_access_gap,county_centroid_beyond_threshold
27109,Olmsted County,MN,43.9995,-92.4101,55.8,162307,654,candidate_access_gap,county_centroid_beyond_threshold
16073,Owyhee County,ID,42.5729,-116.1897,55.8,12043,7668,centroid_artifact_risk,large_county_internal_point_may_overstate_access_gap
55119,Taylor County,WI,45.2117,-90.5049,55.7,19979,975,candidate_access_gap,county_centroid_beyond_threshold
45019,Charleston County,SC,32.8005,-79.9425,55.6,409840,918,candidate_access_gap,county_centroid_beyond_threshold
29081,Harrison County,MO,40.3456,-93.9926,55.5,8190,723,candidate_access_gap,county_centroid_beyond_threshold
27113,Pennington County,MN,48.0692,-96.0377,55.5,13995,617,candidate_access_gap,county_centroid_beyond_threshold
20171,Scott County,KS,38.4819,-100.9064,55.4,5128,718,candidate_access_gap,county_centroid_beyond_threshold
48283,La Salle County,TX,28.3511,-99.0968,55.4,6965,1487,candidate_access_gap,county_centroid_beyond_threshold
30107,Wheatland County,MT,46.4970,-109.8577,55.4,2060,1422,candidate_access_gap,county_centroid_beyond_threshold
48299,Llano County,TX,30.7076,-98.6847,55.3,21637,934,candidate_access_gap,county_centroid_beyond_threshold
48419,Shelby County,TX,31.7901,-94.1426,55.3,24157,796,candidate_access_gap,county_centroid_beyond_threshold
08015,Chaffee County,CO,38.7346,-106.3000,55.3,19564,1013,candidate_access_gap,county_centroid_beyond_threshold
48047,Brooks County,TX,27.0350,-98.2153,55.1,7059,943,candidate_access_gap,county_centroid_beyond_threshold
16003,Adams County,ID,44.8770,-116.4616,55.1,4464,1363,candidate_access_gap,county_centroid_beyond_threshold
20039,Decatur County,KS,39.7835,-100.4597,55.1,2771,894,candidate_access_gap,county_centroid_beyond_threshold
55005,Barron County,WI,45.4372,-91.8529,55.0,46683,863,candidate_access_gap,county_centroid_beyond_threshold
30007,Broadwater County,MT,46.3298,-111.4979,55.0,6977,1192,candidate_access_gap,county_centroid_beyond_threshold
16023,Butte County,ID,43.6851,-113.1776,55.0,2605,2236,candidate_access_gap,county_centroid_beyond_threshold
46011,Brookings County,SD,44.3767,-96.7978,55.0,34631,792,candidate_access_gap,county_centroid_beyond_threshold
38063,Nelson County,ND,47.9187,-98.2044,54.9,3025,982,candidate_access_gap,county_centroid_beyond_threshold
16041,Franklin County,ID,42.1736,-111.8230,54.9,14376,663,candidate_access_gap,county_centroid_beyond_threshold
21199,Pulaski County,KY,37.1074,-84.5770,54.8,65145,658,candidate_access_gap,county_centroid_beyond_threshold
53065,Stevens County,WA,48.3887,-117.8545,54.8,46774,2477,candidate_access_gap,county_centroid_beyond_threshold
27115,Pine County,MN,46.1009,-92.7631,54.8,29090,1411,candidate_access_gap,county_centroid_beyond_threshold
48373,Polk County,TX,30.7846,-94.8373,54.7,50536,1057,candidate_access_gap,county_centroid_beyond_threshold
21155,Marion County,KY,37.5526,-85.2690,54.7,19627,344,candidate_access_gap,county_centroid_beyond_threshold
20109,Logan County,KS,38.9133,-101.1574,54.7,2752,1073,candidate_access_gap,county_centroid_beyond_threshold
48131,Duval County,TX,27.6811,-98.4974,54.7,9960,1793,candidate_access_gap,county_centroid_beyond_threshold
22101,St. Mary Parish,LA,29.6293,-91.4638,54.6,49114,559,candidate_access_gap,county_centroid_beyond_threshold
20201,Washington County,KS,39.7767,-97.0956,54.5,5529,895,candidate_access_gap,county_centroid_beyond_threshold
34009,Cape May County,NJ,39.0858,-74.8464,54.5,95456,252,candidate_access_gap,county_centroid_beyond_threshold
01067,Henry County,AL,31.5170,-85.2400,54.4,17282,562,candidate_access_gap,county_centroid_beyond_threshold
40077,Latimer County,OK,34.8751,-95.2723,54.4,9537,722,candidate_access_gap,county_centroid_beyond_threshold
48383,Reagan County,TX,31.3752,-101.5144,54.4,3308,1175,candidate_access_gap,county_centroid_beyond_threshold
53025,Grant County,WA,47.2136,-119.4678,54.4,99145,2680,candidate_access_gap,county_centroid_beyond_threshold
38021,Dickey County,ND,46.1078,-98.4965,54.3,5003,1131,candidate_access_gap,county_centroid_beyond_threshold
20137,Norton County,KS,39.7839,-99.8992,54.2,5431,878,candidate_access_gap,county_centroid_beyond_threshold
28053,Humphreys County,MS,33.1310,-90.5234,54.1,7744,419,candidate_access_gap,county_centroid_beyond_threshold
22037,East Feliciana Parish,LA,30.8398,-91.0434,54.1,19452,453,candidate_access_gap,county_centroid_beyond_threshold
48495,Winkler County,TX,31.8329,-103.0549,54.0,7582,841,candidate_access_gap,county_centroid_beyond_threshold
19145,Page County,IA,40.7391,-95.1443,54.0,15225,535,candidate_access_gap,county_centroid_beyond_threshold
50023,Washington County,VT,44.2750,-72.6094,53.9,59768,687,candidate_access_gap,county_centroid_beyond_threshold
31127,Nemaha County,NE,40.3874,-95.8527,53.8,7019,407,candidate_access_gap,county_centroid_beyond_threshold
17191,Wayne County,IL,38.4319,-88.4324,53.8,16127,714,candidate_access_gap,county_centroid_beyond_threshold
29161,Phelps County,MO,37.8663,-91.7903,53.7,44843,672,candidate_access_gap,county_centroid_beyond_threshold
17025,Clay County,IL,38.7468,-88.4823,53.7,13248,468,candidate_access_gap,county_centroid_beyond_threshold
28085,Lincoln County,MS,31.5352,-90.4536,53.7,34855,586,candidate_access_gap,county_centroid_beyond_threshold
29149,Oregon County,MO,36.6853,-91.4018,53.6,8783,790,candidate_access_gap,county_centroid_beyond_threshold
41057,Tillamook County,OR,45.4559,-123.7593,53.4,27345,1103,candidate_access_gap,county_centroid_beyond_threshold
39131,Pike County,OH,39.0713,-83.0529,53.3,27151,440,candidate_access_gap,county_centroid_beyond_threshold
35055,Taos County,NM,36.5772,-105.6389,53.3,34475,2202,candidate_access_gap,county_centroid_beyond_threshold
48321,Matagorda County,TX,28.7748,-96.0015,53.2,36251,1093,candidate_access_gap,county_centroid_beyond_threshold
47109,McNairy County,TN,35.1754,-88.5637,53.2,25895,563,candidate_access_gap,county_centroid_beyond_threshold
21125,Laurel County,KY,37.1133,-84.1194,53.2,62442,434,candidate_access_gap,county_centroid_beyond_threshold
29077,Greene County,MO,37.2582,-93.3406,53.2,299188,675,candidate_access_gap,county_centroid_beyond_threshold
48191,Hall County,TX,34.4532,-100.5763,53.1,2847,883,candidate_access_gap,county_centroid_beyond_threshold
30065,Musselshell County,MT,46.5053,-108.4398,53.0,4924,1869,candidate_access_gap,county_centroid_beyond_threshold
05067,Jackson County,AR,35.5965,-91.2232,52.9,16784,634,candidate_access_gap,county_centroid_beyond_threshold
31133,Pawnee County,NE,40.1378,-96.2452,52.9,2553,431,candidate_access_gap,county_centroid_beyond_threshold
08075,Logan County,CO,40.7281,-103.0905,52.9,21302,1839,candidate_access_gap,county_centroid_beyond_threshold
45005,Allendale County,SC,32.9798,-81.3633,52.9,8073,408,candidate_access_gap,county_centroid_beyond_threshold
17183,Vermilion County,IL,40.1868,-87.7268,52.9,74113,898,candidate_access_gap,county_centroid_beyond_threshold
